1 -1 0.5
1 -0.5 0.625
1 -0.833333 0.541667
1 -0.666667 0.583333
1 -0.5 0.625
1 0 0.75
1 -0.333333 0.666667
1 -0.166667 0.708333
1 0 0.75
1 0.5 0.875
1 0.166667 0.791667
1 0.333333 0.833333
1 -1 0.5
0 -1 0.25
0.333333 -1 0.333333
0.666667 -1 0.416667
-1 -1 0
-0.5 -1 0.125
-0.833333 -1 0.0416667
-0.666667 -1 0.0833333
1 0.5 0.875
1 1 1
1 0.666667 0.916667
1 0.833333 0.958333
0 -1 0.25
-0.5 -1 0.125
-0.333333 -1 0.166667
-0.166667 -1 0.208333
