0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
-0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 -0 0 
0 0 0 
0.025641 0 6.57505e-05 
0.0255942 0.00154817 6.57503e-05 
0.0254541 0.00309068 6.57498e-05 
0.025221 0.00462192 6.57489e-05 
0.0248959 0.0061363 6.57478e-05 
0.02448 0.00762828 6.57465e-05 
0.0239748 0.00909243 6.57452e-05 
0.023382 0.0105234 6.5744e-05 
0.022704 0.011916 6.5743e-05 
0.0219431 0.0132651 6.57423e-05 
0.0211022 0.0145658 6.57419e-05 
0.0201842 0.0158133 6.5742e-05 
0.0191926 0.0170031 6.57424e-05 
