ZONE I=40, J=105
-0.374113 0.168374 0.0169776 -0.0338086
-0.397495 0.178898 0.0191874 -0.0381881
-0.420877 0.189421 0.0215365 -0.0428383
-0.444259 0.199945 0.0240258 -0.0477602
-0.467641 0.210468 0.0266563 -0.0529548
-0.491023 0.220992 0.029429 -0.0584231
-0.514405 0.231515 0.032345 -0.0641662
-0.537787 0.242038 0.0354055 -0.0701853
-0.561169 0.252562 0.0386117 -0.0764816
-0.584551 0.263085 0.0419649 -0.0830563
-0.607933 0.273609 0.0454663 -0.0899108
-0.631315 0.284132 0.0491174 -0.0970464
-0.654697 0.294655 0.0529195 -0.104465
-0.678079 0.305179 0.0568742 -0.112167
-0.701461 0.315702 0.0609829 -0.120155
-0.724843 0.326226 0.0652473 -0.128429
-0.748226 0.336749 0.069669 -0.136993
-0.771608 0.347272 0.0742496 -0.145847
-0.79499 0.357796 0.078991 -0.154994
-0.818372 0.368319 0.0838949 -0.164434
-0.841754 0.378843 0.0889631 -0.17417
-0.865136 0.389366 0.0941976 -0.184204
-0.888518 0.399889 0.0996004 -0.194538
-0.9119 0.410413 0.105173 -0.205173
-0 0 0 -0
-0.0239748 0.00909243 6.57473e-05 -0.000131493
-0.0479496 0.0181849 0.000263001 -0.000525986
-0.0719243 0.0272773 0.0005918 -0.00118352
-0.0958991 0.0363697 0.0010522 -0.00210414
-0.119874 0.0454622 0.0016443 -0.00328796
-0.143849 0.0545546 0.0023682 -0.00473507
-0.167823 0.063647 0.00322405 -0.00644561
-0.191798 0.0727395 0.004212 -0.00841975
-0.215773 0.0818319 0.00533223 -0.0106577
-0.239748 0.0909243 0.00658497 -0.0131596
-0.263723 0.100017 0.00797044 -0.0159257
-0.287697 0.109109 0.00948891 -0.0189564
-0.311672 0.118202 0.0111407 -0.0222518
-0.335647 0.127294 0.012926 -0.0258123
-0.359622 0.136386 0.0148453 -0.0296382
-0.383596 0.145479 0.0168988 -0.0337299
-0.407571 0.154571 0.0190871 -0.0380877
-0.431546 0.163664 0.0214104 -0.0427121
-0.455521 0.172756 0.0238692 -0.0476036
-0.479496 0.181849 0.026464 -0.0527625
-0.50347 0.190941 0.0291953 -0.0581893
-0.527445 0.200034 0.0320635 -0.0638847
-0.55142 0.209126 0.0350692 -0.069849
-0.575395 0.218218 0.038213 -0.0760829
-0.599369 0.227311 0.0414955 -0.0825869
-0.623344 0.236403 0.0449172 -0.0893616
-0.647319 0.245496 0.0484787 -0.0964077
-0.671294 0.254588 0.0521809 -0.103726
-0.695268 0.263681 0.0560242 -0.111317
-0.719243 0.272773 0.0600095 -0.119181
-0.743218 0.281865 0.0641375 -0.12732
-0.767193 0.290958 0.0684088 -0.135733
-0.791168 0.30005 0.0728244 -0.144422
-0.815142 0.309143 0.077385 -0.153388
-0.839117 0.318235 0.0820915 -0.162631
-0.863092 0.327328 0.0869446 -0.172152
-0.887067 0.33642 0.0919453 -0.181952
-0.911041 0.345512 0.0970945 -0.192032
-0.935016 0.354605 0.102393 -0.202393
-0 0 0 0
-0.02448 0.00762828 6.5746e-05 -0.000131492
-0.04896 0.0152566 0.000262981 -0.000525966
-0.0734401 0.0228849 0.000591695 -0.00118341
-0.0979201 0.0305131 0.00105187 -0.00210381
-0.1224 0.0381414 0.00164349 -0.00328715
-0.14688 0.0457697 0.00236653 -0.00473339
-0.17136 0.053398 0.00322094 -0.0064425
-0.19584 0.0610263 0.00420669 -0.00841445
-0.22032 0.0686546 0.00532373 -0.0106492
-0.2448 0.0762828 0.00657201 -0.0131466
-0.26928 0.0839111 0.00795147 -0.0159068
-0.29376 0.0915394 0.00946204 -0.0189295
-0.31824 0.0991677 0.0111037 -0.0222148
-0.34272 0.106796 0.0128762 -0.0257625
-0.3672 0.114424 0.0147797 -0.0295726
-0.39168 0.122053 0.0168139 -0.033645
-0.41616 0.129681 0.0189789 -0.0379795
-0.44064 0.137309 0.0212744 -0.0425762
-0.46512 0.144937 0.0237004 -0.0474348
-0.4896 0.152566 0.0262567 -0.0525552
-0.51408 0.160194 0.0289433 -0.0579374
-0.53856 0.167822 0.03176 -0.0635812
-0.563041 0.175451 0.0347067 -0.0694865
-0.587521 0.183079 0.0377832 -0.0756531
-0.612001 0.190707 0.0409894 -0.0820808
-0.636481 0.198335 0.0443252 -0.0887696
-0.660961 0.205964 0.0477903 -0.0957193
-0.685441 0.213592 0.0513846 -0.10293
-0.709921 0.22122 0.055108 -0.110401
-0.734401 0.228849 0.0589602 -0.118132
-0.758881 0.236477 0.0629411 -0.126123
-0.783361 0.244105 0.0670505 -0.134375
-0.807841 0.251733 0.0712881 -0.142886
-0.832321 0.259362 0.0756539 -0.151656
-0.856801 0.26699 0.0801475 -0.160687
-0.881281 0.274618 0.0847687 -0.169976
-0.905761 0.282246 0.0895174 -0.179524
-0.930241 0.289875 0.0943933 -0.189331
-0.954721 0.297503 0.0993962 -0.199396
-0 0 0 0
-0.0248959 0.0061363 6.57447e-05 -0.000131491
-0.0497919 0.0122726 0.00026296 -0.000525945
-0.0746878 0.0184089 0.000591592 -0.00118331
-0.0995838 0.0245452 0.00105155 -0.00210349
-0.12448 0.0306815 0.0016427 -0.00328635
-0.149376 0.0368178 0.00236488 -0.00473174
-0.174272 0.0429541 0.00321788 -0.00643945
-0.199168 0.0490904 0.00420148 -0.00840924
-0.224063 0.0552267 0.00531539 -0.0106408
-0.248959 0.061363 0.00655929 -0.0131339
-0.273855 0.0674993 0.00793285 -0.0158881
-0.298751 0.0736356 0.00943567 -0.0189031
-0.323647 0.0797719 0.0110673 -0.0221784
-0.348543 0.0859082 0.0128274 -0.0257136
-0.373439 0.0920445 0.0147153 -0.0295082
-0.398335 0.0981808 0.0167306 -0.0335616
-0.423231 0.104317 0.0188726 -0.0378733
-0.448127 0.110453 0.0211409 -0.0424426
-0.473023 0.11659 0.0235346 -0.047269
-0.497919 0.122726 0.0260532 -0.0523517
-0.522815 0.128862 0.028696 -0.0576901
-0.547711 0.134999 0.0314621 -0.0632833
-0.572607 0.141135 0.0343508 -0.0691306
-0.597503 0.147271 0.0373613 -0.0752311
-0.622399 0.153407 0.0404926 -0.081584
-0.647295 0.159544 0.043744 -0.0881884
-0.67219 0.16568 0.0471144 -0.0950434
-0.697086 0.171816 0.0506029 -0.102148
-0.721982 0.177953 0.0542084 -0.109501
-0.746878 0.184089 0.05793 -0.117102
-0.771774 0.190225 0.0617665 -0.124949
-0.79667 0.196362 0.0657169 -0.133041
-0.821566 0.202498 0.0697799 -0.141377
-0.846462 0.208634 0.0739543 -0.149957
-0.871358 0.21477 0.078239 -0.158778
-0.896254 0.220907 0.0826326 -0.16784
-0.92115 0.227043 0.0871339 -0.17714
-0.946046 0.233179 0.0917414 -0.186679
-0.970942 0.239316 0.096454 -0.196454
-0 0 0 0
-0.025221 0.00462192 6.57436e-05 -0.00013149
-0.050442 0.00924385 0.000262942 -0.000525927
-0.0756631 0.0138658 0.0005915 -0.00118322
-0.100884 0.0184877 0.00105126 -0.0021032
-0.126105 0.0231096 0.00164199 -0.00328564
-0.151326 0.0277315 0.00236341 -0.00473027
-0.176547 0.0323535 0.00321516 -0.00643673
-0.201768 0.0369754 0.00419684 -0.0084046
-0.226989 0.0415973 0.00530795 -0.0106334
-0.25221 0.0462192 0.00654796 -0.0131226
-0.277431 0.0508412 0.00791626 -0.0158716
-0.302652 0.0554631 0.00941218 -0.0188796
-0.327873 0.060085 0.011035 -0.0221461
-0.353094 0.0647069 0.0127838 -0.0256701
-0.378315 0.0693289 0.0146579 -0.0294508
-0.403536 0.0739508 0.0166563 -0.0334874
-0.428757 0.0785727 0.018778 -0.0377787
-0.453978 0.0831946 0.0210219 -0.0423237
-0.479199 0.0878166 0.023387 -0.0471214
-0.50442 0.0924385 0.025872 -0.0521704
-0.529641 0.0970604 0.0284756 -0.0574697
-0.554863 0.101682 0.0311967 -0.0630179
-0.580084 0.106304 0.0340337 -0.0688135
-0.605305 0.110926 0.0369854 -0.0748552
-0.630526 0.115548 0.0400501 -0.0811414
-0.655747 0.12017 0.0432262 -0.0876707
-0.680968 0.124792 0.0465123 -0.0944413
-0.706189 0.129414 0.0499065 -0.101452
-0.73141 0.134036 0.0534071 -0.1087
-0.756631 0.138658 0.0570123 -0.116184
-0.781852 0.14328 0.0607202 -0.123902
-0.807073 0.147902 0.0645288 -0.131853
-0.832294 0.152523 0.0684362 -0.140034
-0.857515 0.157145 0.0724402 -0.148443
-0.882736 0.161767 0.0765387 -0.157078
-0.907957 0.166389 0.0807296 -0.165937
-0.933178 0.171011 0.0850104 -0.175017
-0.958399 0.175633 0.089379 -0.184317
-0.98362 0.180255 0.0938328 -0.193833
-0 0 0 0
-0.0254541 0.00309068 6.57427e-05 -0.000131489
-0.0509081 0.00618137 0.000262928 -0.000525913
-0.0763622 0.00927205 0.000591428 -0.00118314
-0.101816 0.0123627 0.00105103 -0.00210297
-0.12727 0.0154534 0.00164143 -0.00328509
-0.152724 0.0185441 0.00236225 -0.00472912
-0.178179 0.0216348 0.00321302 -0.00643459
-0.203633 0.0247255 0.00419319 -0.00840094
-0.229087 0.0278162 0.0053021 -0.0106275
-0.254541 0.0309068 0.00653905 -0.0131137
-0.279995 0.0339975 0.00790321 -0.0158585
-0.305449 0.0370882 0.00939369 -0.0188611
-0.330903 0.0401789 0.0110095 -0.0221206
-0.356357 0.0432696 0.0127496 -0.0256359
-0.381811 0.0463603 0.0146128 -0.0294057
-0.407265 0.0494509 0.0165979 -0.0334289
-0.432719 0.0525416 0.0187035 -0.0377042
-0.458173 0.0556323 0.0209283 -0.0422301
-0.483627 0.058723 0.0232708 -0.0470052
-0.509081 0.0618137 0.0257293 -0.0520278
-0.534536 0.0649044 0.0283022 -0.0572963
-0.55999 0.0679951 0.0309878 -0.062809
-0.585444 0.0710857 0.0337842 -0.068564
-0.610898 0.0741764 0.0366896 -0.0745594
-0.636352 0.0772671 0.0397018 -0.0807932
-0.661806 0.0803578 0.0428188 -0.0872632
-0.68726 0.0834485 0.0460384 -0.0939674
-0.712714 0.0865392 0.0493585 -0.100903
-0.738168 0.0896298 0.0527765 -0.108069
-0.763622 0.0927205 0.0562901 -0.115462
-0.789076 0.0958112 0.0598968 -0.123079
-0.81453 0.0989019 0.0635939 -0.130918
-0.839984 0.101993 0.0673788 -0.138976
-0.865439 0.105083 0.0712487 -0.147251
-0.890893 0.108174 0.0752008 -0.15574
-0.916347 0.111265 0.079232 -0.164439
-0.941801 0.114355 0.0833394 -0.173346
-0.967255 0.117446 0.0875199 -0.182457
-0.992709 0.120537 0.0917702 -0.19177
-0 0 0 0
-0.0255942 0.00154817 6.57421e-05 -0.000131488
-0.0511885 0.00309633 0.000262919 -0.000525904
-0.0767827 0.0046445 0.000591382 -0.0011831
-0.102377 0.00619267 0.00105088 -0.00210282
-0.127971 0.00774083 0.00164108 -0.00328473
-0.153565 0.009289 0.00236152 -0.00472838
-0.17916 0.0108372 0.00321166 -0.00643322
-0.204754 0.0123853 0.00419085 -0.00839861
-0.230348 0.0139335 0.00529837 -0.0106238
-0.255942 0.0154817 0.00653335 -0.013108
-0.281537 0.0170298 0.00789487 -0.0158502
-0.307131 0.018578 0.00938188 -0.0188493
-0.332725 0.0201262 0.0109932 -0.0221044
-0.358319 0.0216743 0.0127277 -0.025614
-0.383914 0.0232225 0.014584 -0.0293769
-0.409508 0.0247707 0.0165606 -0.0333916
-0.435102 0.0263188 0.018656 -0.0376566
-0.460696 0.027867 0.0208686 -0.0421703
-0.486291 0.0294152 0.0231966 -0.046931
-0.511885 0.0309633 0.0256382 -0.0519367
-0.537479 0.0325115 0.0281915 -0.0571856
-0.563073 0.0340597 0.0308544 -0.0626756
-0.588668 0.0356078 0.0336249 -0.0684046
-0.614262 0.037156 0.0365006 -0.0743705
-0.639856 0.0387042 0.0394793 -0.0805707
-0.66545 0.0402523 0.0425586 -0.087003
-0.691045 0.0418005 0.0457358 -0.0936648
-0.716639 0.0433487 0.0490084 -0.100553
-0.742233 0.0448968 0.0523737 -0.107666
-0.767827 0.046445 0.0558289 -0.115
-0.793422 0.0479932 0.0593709 -0.122553
-0.819016 0.0495413 0.0629968 -0.130321
-0.84461 0.0510895 0.0667035 -0.138301
-0.870204 0.0526377 0.0704878 -0.14649
-0.895799 0.0541858 0.0743463 -0.154885
-0.921393 0.055734 0.0782756 -0.163483
-0.946987 0.0572822 0.0822722 -0.172279
-0.972581 0.0588303 0.0863325 -0.18127
-0.998176 0.0603785 0.0904528 -0.190453
-0 -0 0 0
-0.025641 -8.24678e-18 6.57419e-05 -0.000131488
-0.0512821 -1.64936e-17 0.000262916 -0.000525901
-0.0769231 -2.47403e-17 0.000591366 -0.00118308
-0.102564 -3.29871e-17 0.00105083 -0.00210277
-0.128205 -4.12339e-17 0.00164095 -0.00328461
-0.153846 -4.94807e-17 0.00236126 -0.00472813
-0.179487 -5.77275e-17 0.00321119 -0.00643275
-0.205128 -6.59743e-17 0.00419005 -0.00839781
-0.230769 -7.4221e-17 0.00529708 -0.0106225
-0.25641 -8.24678e-17 0.0065314 -0.013106
-0.282051 -9.07146e-17 0.00789201 -0.0158473
-0.307692 -9.89614e-17 0.00937782 -0.0188453
-0.333333 -1.07208e-16 0.0109877 -0.0220988
-0.358974 -1.15455e-16 0.0127202 -0.0256065
-0.384615 -1.23702e-16 0.0145741 -0.029367
-0.410256 -1.31949e-16 0.0165477 -0.0333788
-0.435897 -1.40195e-16 0.0186396 -0.0376403
-0.461538 -1.48442e-16 0.020848 -0.0421498
-0.487179 -1.56689e-16 0.0231711 -0.0469054
-0.512821 -1.64936e-16 0.0256069 -0.0519054
-0.538462 -1.73182e-16 0.0281534 -0.0571475
-0.564103 -1.81429e-16 0.0308086 -0.0626298
-0.589744 -1.89676e-16 0.0335701 -0.0683499
-0.615385 -1.97923e-16 0.0364357 -0.0743055
-0.641026 -2.0617e-16 0.0394029 -0.0804943
-0.666667 -2.14416e-16 0.0424691 -0.0869136
-0.692308 -2.22663e-16 0.0456318 -0.0935608
-0.717949 -2.3091e-16 0.0488881 -0.100433
-0.74359 -2.39157e-16 0.0522353 -0.107528
-0.769231 -2.47403e-16 0.0556703 -0.114842
-0.794872 -2.5565e-16 0.0591901 -0.122372
-0.820513 -2.63897e-16 0.0627916 -0.130116
-0.846154 -2.72144e-16 0.0664714 -0.138069
-0.871795 -2.80391e-16 0.0702262 -0.146229
-0.897436 -2.88637e-16 0.0740526 -0.154592
-0.923077 -2.96884e-16 0.0779469 -0.163154
-0.948718 -3.05131e-16 0.0819054 -0.171912
-0.974359 -3.13378e-16 0.0859244 -0.180862
-1 -3.21625e-16 0.09 -0.19
-0 -0 0 0
-0.0255942 -0.00154817 6.57421e-05 -0.000131488
-0.0511885 -0.00309633 0.000262919 -0.000525904
-0.0767827 -0.0046445 0.000591382 -0.0011831
-0.102377 -0.00619267 0.00105088 -0.00210282
-0.127971 -0.00774083 0.00164108 -0.00328473
-0.153565 -0.009289 0.00236152 -0.00472838
-0.17916 -0.0108372 0.00321166 -0.00643322
-0.204754 -0.0123853 0.00419085 -0.00839861
-0.230348 -0.0139335 0.00529837 -0.0106238
-0.255942 -0.0154817 0.00653335 -0.013108
-0.281537 -0.0170298 0.00789487 -0.0158502
-0.307131 -0.018578 0.00938188 -0.0188493
-0.332725 -0.0201262 0.0109932 -0.0221044
-0.358319 -0.0216743 0.0127277 -0.025614
-0.383914 -0.0232225 0.014584 -0.0293769
-0.409508 -0.0247707 0.0165606 -0.0333916
-0.435102 -0.0263188 0.018656 -0.0376566
-0.460696 -0.027867 0.0208686 -0.0421703
-0.486291 -0.0294152 0.0231966 -0.046931
-0.511885 -0.0309633 0.0256382 -0.0519367
-0.537479 -0.0325115 0.0281915 -0.0571856
-0.563073 -0.0340597 0.0308544 -0.0626756
-0.588668 -0.0356078 0.0336249 -0.0684046
-0.614262 -0.037156 0.0365006 -0.0743705
-0.639856 -0.0387042 0.0394793 -0.0805707
-0.66545 -0.0402523 0.0425586 -0.087003
-0.691045 -0.0418005 0.0457358 -0.0936648
-0.716639 -0.0433487 0.0490084 -0.100553
-0.742233 -0.0448968 0.0523737 -0.107666
-0.767827 -0.046445 0.0558289 -0.115
-0.793422 -0.0479932 0.0593709 -0.122553
-0.819016 -0.0495413 0.0629968 -0.130321
-0.84461 -0.0510895 0.0667035 -0.138301
-0.870204 -0.0526377 0.0704878 -0.14649
-0.895799 -0.0541858 0.0743463 -0.154885
-0.921393 -0.055734 0.0782756 -0.163483
-0.946987 -0.0572822 0.0822722 -0.172279
-0.972581 -0.0588303 0.0863325 -0.18127
-0.998176 -0.0603785 0.0904528 -0.190453
-0 -0 0 0
-0.0254541 -0.00309068 6.57427e-05 -0.000131489
-0.0509081 -0.00618137 0.000262928 -0.000525913
-0.0763622 -0.00927205 0.000591428 -0.00118314
-0.101816 -0.0123627 0.00105103 -0.00210297
-0.12727 -0.0154534 0.00164143 -0.00328509
-0.152724 -0.0185441 0.00236225 -0.00472912
-0.178179 -0.0216348 0.00321302 -0.00643459
-0.203633 -0.0247255 0.00419319 -0.00840094
-0.229087 -0.0278162 0.0053021 -0.0106275
-0.254541 -0.0309068 0.00653905 -0.0131137
-0.279995 -0.0339975 0.00790321 -0.0158585
-0.305449 -0.0370882 0.00939369 -0.0188611
-0.330903 -0.0401789 0.0110095 -0.0221206
-0.356357 -0.0432696 0.0127496 -0.0256359
-0.381811 -0.0463603 0.0146128 -0.0294057
-0.407265 -0.0494509 0.0165979 -0.0334289
-0.432719 -0.0525416 0.0187035 -0.0377042
-0.458173 -0.0556323 0.0209283 -0.0422301
-0.483627 -0.058723 0.0232708 -0.0470052
-0.509081 -0.0618137 0.0257293 -0.0520278
-0.534536 -0.0649044 0.0283022 -0.0572963
-0.55999 -0.0679951 0.0309878 -0.062809
-0.585444 -0.0710857 0.0337842 -0.068564
-0.610898 -0.0741764 0.0366896 -0.0745594
-0.636352 -0.0772671 0.0397018 -0.0807932
-0.661806 -0.0803578 0.0428188 -0.0872632
-0.68726 -0.0834485 0.0460384 -0.0939674
-0.712714 -0.0865392 0.0493585 -0.100903
-0.738168 -0.0896298 0.0527765 -0.108069
-0.763622 -0.0927205 0.0562901 -0.115462
-0.789076 -0.0958112 0.0598968 -0.123079
-0.81453 -0.0989019 0.0635939 -0.130918
-0.839984 -0.101993 0.0673788 -0.138976
-0.865439 -0.105083 0.0712487 -0.147251
-0.890893 -0.108174 0.0752008 -0.15574
-0.916347 -0.111265 0.079232 -0.164439
-0.941801 -0.114355 0.0833394 -0.173346
-0.967255 -0.117446 0.0875199 -0.182457
-0.992709 -0.120537 0.0917702 -0.19177
-0 -0 0 0
-0.025221 -0.00462192 6.57436e-05 -0.00013149
-0.050442 -0.00924385 0.000262942 -0.000525927
-0.0756631 -0.0138658 0.0005915 -0.00118322
-0.100884 -0.0184877 0.00105126 -0.0021032
-0.126105 -0.0231096 0.00164199 -0.00328564
-0.151326 -0.0277315 0.00236341 -0.00473027
-0.176547 -0.0323535 0.00321516 -0.00643673
-0.201768 -0.0369754 0.00419684 -0.0084046
-0.226989 -0.0415973 0.00530795 -0.0106334
-0.25221 -0.0462192 0.00654796 -0.0131226
-0.277431 -0.0508412 0.00791626 -0.0158716
-0.302652 -0.0554631 0.00941218 -0.0188796
-0.327873 -0.060085 0.011035 -0.0221461
-0.353094 -0.0647069 0.0127838 -0.0256701
-0.378315 -0.0693289 0.0146579 -0.0294508
-0.403536 -0.0739508 0.0166563 -0.0334874
-0.428757 -0.0785727 0.018778 -0.0377787
-0.453978 -0.0831946 0.0210219 -0.0423237
-0.479199 -0.0878166 0.023387 -0.0471214
-0.50442 -0.0924385 0.025872 -0.0521704
-0.529641 -0.0970604 0.0284756 -0.0574697
-0.554863 -0.101682 0.0311967 -0.0630179
-0.580084 -0.106304 0.0340337 -0.0688135
-0.605305 -0.110926 0.0369854 -0.0748552
-0.630526 -0.115548 0.0400501 -0.0811414
-0.655747 -0.12017 0.0432262 -0.0876707
-0.680968 -0.124792 0.0465123 -0.0944413
-0.706189 -0.129414 0.0499065 -0.101452
-0.73141 -0.134036 0.0534071 -0.1087
-0.756631 -0.138658 0.0570123 -0.116184
-0.781852 -0.14328 0.0607202 -0.123902
-0.807073 -0.147902 0.0645288 -0.131853
-0.832294 -0.152523 0.0684362 -0.140034
-0.857515 -0.157145 0.0724402 -0.148443
-0.882736 -0.161767 0.0765387 -0.157078
-0.907957 -0.166389 0.0807296 -0.165937
-0.933178 -0.171011 0.0850104 -0.175017
-0.958399 -0.175633 0.089379 -0.184317
-0.98362 -0.180255 0.0938328 -0.193833
-0 -0 0 0
-0.0248959 -0.0061363 6.57447e-05 -0.000131491
-0.0497919 -0.0122726 0.00026296 -0.000525945
-0.0746878 -0.0184089 0.000591592 -0.00118331
-0.0995838 -0.0245452 0.00105155 -0.00210349
-0.12448 -0.0306815 0.0016427 -0.00328635
-0.149376 -0.0368178 0.00236488 -0.00473174
-0.174272 -0.0429541 0.00321788 -0.00643945
-0.199168 -0.0490904 0.00420148 -0.00840924
-0.224063 -0.0552267 0.00531539 -0.0106408
-0.248959 -0.061363 0.00655929 -0.0131339
-0.273855 -0.0674993 0.00793285 -0.0158881
-0.298751 -0.0736356 0.00943567 -0.0189031
-0.323647 -0.0797719 0.0110673 -0.0221784
-0.348543 -0.0859082 0.0128274 -0.0257136
-0.373439 -0.0920445 0.0147153 -0.0295082
-0.398335 -0.0981808 0.0167306 -0.0335616
-0.423231 -0.104317 0.0188726 -0.0378733
-0.448127 -0.110453 0.0211409 -0.0424426
-0.473023 -0.11659 0.0235346 -0.047269
-0.497919 -0.122726 0.0260532 -0.0523517
-0.522815 -0.128862 0.028696 -0.0576901
-0.547711 -0.134999 0.0314621 -0.0632833
-0.572607 -0.141135 0.0343508 -0.0691306
-0.597503 -0.147271 0.0373613 -0.0752311
-0.622399 -0.153407 0.0404926 -0.081584
-0.647295 -0.159544 0.043744 -0.0881884
-0.67219 -0.16568 0.0471144 -0.0950434
-0.697086 -0.171816 0.0506029 -0.102148
-0.721982 -0.177953 0.0542084 -0.109501
-0.746878 -0.184089 0.05793 -0.117102
-0.771774 -0.190225 0.0617665 -0.124949
-0.79667 -0.196362 0.0657169 -0.133041
-0.821566 -0.202498 0.0697799 -0.141377
-0.846462 -0.208634 0.0739543 -0.149957
-0.871358 -0.21477 0.078239 -0.158778
-0.896254 -0.220907 0.0826326 -0.16784
-0.92115 -0.227043 0.0871339 -0.17714
-0.946046 -0.233179 0.0917414 -0.186679
-0.970942 -0.239316 0.096454 -0.196454
-0 -0 0 0
-0.02448 -0.00762828 6.5746e-05 -0.000131492
-0.04896 -0.0152566 0.000262981 -0.000525966
-0.0734401 -0.0228849 0.000591695 -0.00118341
-0.0979201 -0.0305131 0.00105187 -0.00210381
-0.1224 -0.0381414 0.00164349 -0.00328715
-0.14688 -0.0457697 0.00236653 -0.00473339
-0.17136 -0.053398 0.00322094 -0.0064425
-0.19584 -0.0610263 0.00420669 -0.00841445
-0.22032 -0.0686546 0.00532373 -0.0106492
-0.2448 -0.0762828 0.00657201 -0.0131466
-0.26928 -0.0839111 0.00795147 -0.0159068
-0.29376 -0.0915394 0.00946204 -0.0189295
-0.31824 -0.0991677 0.0111037 -0.0222148
-0.34272 -0.106796 0.0128762 -0.0257625
-0.3672 -0.114424 0.0147797 -0.0295726
-0.39168 -0.122053 0.0168139 -0.033645
-0.41616 -0.129681 0.0189789 -0.0379795
-0.44064 -0.137309 0.0212744 -0.0425762
-0.46512 -0.144937 0.0237004 -0.0474348
-0.4896 -0.152566 0.0262567 -0.0525552
-0.51408 -0.160194 0.0289433 -0.0579374
-0.53856 -0.167822 0.03176 -0.0635812
-0.563041 -0.175451 0.0347067 -0.0694865
-0.587521 -0.183079 0.0377832 -0.0756531
-0.612001 -0.190707 0.0409894 -0.0820808
-0.636481 -0.198335 0.0443252 -0.0887696
-0.660961 -0.205964 0.0477903 -0.0957193
-0.685441 -0.213592 0.0513846 -0.10293
-0.709921 -0.22122 0.055108 -0.110401
-0.734401 -0.228849 0.0589602 -0.118132
-0.758881 -0.236477 0.0629411 -0.126123
-0.783361 -0.244105 0.0670505 -0.134375
-0.807841 -0.251733 0.0712881 -0.142886
-0.832321 -0.259362 0.0756539 -0.151656
-0.856801 -0.26699 0.0801475 -0.160687
-0.881281 -0.274618 0.0847687 -0.169976
-0.905761 -0.282246 0.0895174 -0.179524
-0.930241 -0.289875 0.0943933 -0.189331
-0.954721 -0.297503 0.0993962 -0.199396
-0 -0 0 -0
-0.0239748 -0.00909243 6.57473e-05 -0.000131493
-0.0479496 -0.0181849 0.000263001 -0.000525986
-0.0719243 -0.0272773 0.0005918 -0.00118352
-0.0958991 -0.0363697 0.0010522 -0.00210414
-0.119874 -0.0454622 0.0016443 -0.00328796
-0.143849 -0.0545546 0.0023682 -0.00473507
-0.167823 -0.063647 0.00322405 -0.00644561
-0.191798 -0.0727395 0.004212 -0.00841975
-0.215773 -0.0818319 0.00533223 -0.0106577
-0.239748 -0.0909243 0.00658497 -0.0131596
-0.263723 -0.100017 0.00797044 -0.0159257
-0.287697 -0.109109 0.00948891 -0.0189564
-0.311672 -0.118202 0.0111407 -0.0222518
-0.335647 -0.127294 0.012926 -0.0258123
-0.359622 -0.136386 0.0148453 -0.0296382
-0.383596 -0.145479 0.0168988 -0.0337299
-0.407571 -0.154571 0.0190871 -0.0380877
-0.431546 -0.163664 0.0214104 -0.0427121
-0.455521 -0.172756 0.0238692 -0.0476036
-0.479496 -0.181849 0.026464 -0.0527625
-0.50347 -0.190941 0.0291953 -0.0581893
-0.527445 -0.200034 0.0320635 -0.0638847
-0.55142 -0.209126 0.0350692 -0.069849
-0.575395 -0.218218 0.038213 -0.0760829
-0.599369 -0.227311 0.0414955 -0.0825869
-0.623344 -0.236403 0.0449172 -0.0893616
-0.647319 -0.245496 0.0484787 -0.0964077
-0.671294 -0.254588 0.0521809 -0.103726
-0.695268 -0.263681 0.0560242 -0.111317
-0.719243 -0.272773 0.0600095 -0.119181
-0.743218 -0.281865 0.0641375 -0.12732
-0.767193 -0.290958 0.0684088 -0.135733
-0.791168 -0.30005 0.0728244 -0.144422
-0.815142 -0.309143 0.077385 -0.153388
-0.839117 -0.318235 0.0820915 -0.162631
-0.863092 -0.327328 0.0869446 -0.172152
-0.887067 -0.33642 0.0919453 -0.181952
-0.911041 -0.345512 0.0970945 -0.192032
-0.935016 -0.354605 0.102393 -0.202393
-0 -0 0 -0
-0.023382 -0.0105234 6.57485e-05 -0.000131495
-0.0467641 -0.0210468 0.000263021 -0.000526006
-0.0701461 -0.0315702 0.000591897 -0.00118361
-0.0935282 -0.0420936 0.00105251 -0.00210445
-0.11691 -0.052617 0.00164505 -0.00328871
-0.140292 -0.0631404 0.00236976 -0.00473663
-0.163674 -0.0736638 0.00322693 -0.0064485
-0.187056 -0.0841872 0.00421692 -0.00842468
-0.210438 -0.0947106 0.00534012 -0.0106656
-0.23382 -0.105234 0.00659698 -0.0131716
-0.257203 -0.115757 0.00798803 -0.0159433
-0.280585 -0.126281 0.00951383 -0.0189813
-0.303967 -0.136804 0.011175 -0.0222861
-0.327349 -0.147328 0.0129722 -0.0258584
-0.350731 -0.157851 0.0149061 -0.029699
-0.374113 -0.168374 0.0169776 -0.0338086
-0.397495 -0.178898 0.0191874 -0.0381881
-0.420877 -0.189421 0.0215365 -0.0428383
-0.444259 -0.199945 0.0240258 -0.0477602
-0.467641 -0.210468 0.0266563 -0.0529548
-0.491023 -0.220992 0.029429 -0.0584231
-0.514405 -0.231515 0.032345 -0.0641662
-0.537787 -0.242038 0.0354055 -0.0701853
-0.561169 -0.252562 0.0386117 -0.0764816
-0.584551 -0.263085 0.0419649 -0.0830563
-0.607933 -0.273609 0.0454663 -0.0899108
