-0.83147 -0.55557 0 2 
-0.707107 -0.707107 0 2 
-0.382683 -0.92388 6 2 
-0.707107 -0.707107 6 2 
-0.92388 0.382683 7 1 
-1 1.22465e-16 7 1 
-0.92388 0.382683 8 1 
-0.707107 0.707107 8 1 
-0.92388 0.382683 9 1 
-0.382683 0.92388 10 1 
-0.707107 0.707107 10 1 
-1 1.22465e-16 11 2 
-1 1.22465e-16 12 2 
-0.92388 -0.382683 12 2 
-0.382683 -0.92388 13 2 
-0.707107 -0.707107 14 2 
0.92388 -0.382683 15 3 
1 -2.44929e-16 15 3 
0.382683 -0.92388 17 3 
-1.83697e-16 -1 17 3 
0.92388 -0.382683 18 3 
-0.92388 -0.382683 20 2 
0.92388 -0.382683 21 3 
0.83147 -0.55557 21 3 
0.707107 -0.707107 22 3 
1 -2.44929e-16 23 3 
6.12323e-17 1 25 1 
0.83147 0.55557 26 0 
0.707107 0.707107 26 0 
0.92388 0.382683 27 0 
1 -2.44929e-16 27 0 
0.382683 0.92388 29 0 
6.12323e-17 1 29 0 
-0.382683 0.92388 33 1 
0.382683 0.92388 38 0 
0.92388 0.382683 40 0 
-0.382683 -0.92388 42 2 
-1.83697e-16 -1 42 2 
-0.92388 -0.382683 43 2 
-0.83147 -0.55557 43 2 
-1.83697e-16 -1 45 3 
-0.707107 0.707107 63 1 
6.12323e-17 1 68 1 
-0.382683 0.92388 68 1 
6.12323e-17 1 72 1 
0.707107 0.707107 74 0 
0.382683 0.92388 77 0 
0.707107 0.707107 77 0 
0.382683 -0.92388 83 3 
0.707107 -0.707107 85 3 
0.382683 -0.92388 85 3 
0.707107 -0.707107 87 3 
0.83147 -0.55557 87 3 
0.92388 0.382683 88 0 
0.83147 0.55557 88 0 
