-0.25 0 0.25
-0.375 0 0.125
-0.291667 0 0.208333
-0.333333 0 0.166667
-0.125 0 0.375
-0.1875 0 0.3125
-0.145833 -3.56242e-18 0.354167
-0.166667 -7.12484e-18 0.333333
0 0 0.5
-0.125 0 0.375
-0.0416667 0 0.458333
-0.0833333 0 0.416667
-0.375 0 0.125
-0.4375 0 0.0625
-0.395833 0 0.104167
-0.416667 0 0.0833333
-0.5 0 0
-0.4375 0 0.0625
-0.479167 4.49635e-18 0.0208333
-0.458333 8.9927e-18 0.0416667
-0.4375 0 0.0625
-0.5 0 0
-0.458333 8.9927e-18 0.0416667
-0.479167 4.49635e-18 0.0208333
-0.4375 0 0.0625
-0.375 0 0.125
-0.416667 0 0.0833333
-0.395833 0 0.104167
-0.375 0 0.125
-0.25 0 0.25
-0.333333 0 0.166667
-0.291667 0 0.208333
-0.1875 0 0.3125
-0.125 0 0.375
-0.166667 -7.12484e-18 0.333333
-0.145833 -3.56242e-18 0.354167
-0.25 0 0.25
-0.1875 0 0.3125
-0.229167 0 0.270833
-0.208333 0 0.291667
-0.25 0 0.25
-0.1875 0 0.3125
-0.208333 0 0.291667
-0.229167 0 0.270833
-0.125 0 0.375
0 0 0.5
-0.0833333 0 0.416667
-0.0416667 0 0.458333
0.125 0 0.625
0.0625 0 0.5625
0.104167 -3.26857e-18 0.604167
0.0833333 -6.53713e-18 0.583333
0 0 0.5
0.0625 0 0.5625
0.0208333 0 0.520833
0.0416667 0 0.541667
0.3125 0 0.8125
0.25 0 0.75
0.270833 0 0.770833
0.291667 0 0.791667
0.0625 0 0.5625
0 0 0.5
0.0416667 0 0.541667
0.0208333 0 0.520833
0.3125 0 0.8125
0.25 0 0.75
0.291667 0 0.791667
0.270833 0 0.770833
0.0625 0 0.5625
0.125 0 0.625
0.0833333 -6.53713e-18 0.583333
0.104167 -3.26857e-18 0.604167
0.25 0 0.75
0.125 0 0.625
0.166667 0 0.666667
0.208333 0 0.708333
0.25 0 0.75
0.125 0 0.625
0.208333 0 0.708333
0.166667 0 0.666667
0.375 0 0.875
0.3125 0 0.8125
0.354167 -4.00436e-18 0.854167
0.333333 -8.00872e-18 0.833333
0.3125 0 0.8125
0.375 0 0.875
0.333333 -8.00872e-18 0.833333
0.354167 -4.00436e-18 0.854167
0.375 0 0.875
0.5 0 1
0.458333 0 0.958333
0.416667 0 0.916667
0.375 0 0.875
0.5 0 1
0.416667 0 0.916667
0.458333 0 0.958333
