-0.846724 -0.532032 0 2 
1 -1.13311e-15 1 0 
0.993712 0.111964 1 0 
0.707107 -0.707107 2 3 
-0.900969 -0.433884 6 2 
-0.846724 -0.532032 6 2 
-0.900969 -0.433884 9 2 
-0.943883 -0.330279 9 2 
-0.532032 -0.846724 10 2 
0.993712 0.111964 11 0 
0.974928 0.222521 11 0 
-0.222521 -0.974928 12 2 
-0.111964 -0.993712 12 2 
0.111964 -0.993712 13 3 
-1.83697e-16 -1 13 3 
-0.330279 -0.943883 15 2 
-0.222521 -0.974928 15 2 
0.222521 -0.974928 19 3 
0.974928 -0.222521 20 3 
0.943883 -0.330279 20 3 
-0.330279 -0.943883 21 2 
-0.433884 -0.900969 21 2 
-0.532032 -0.846724 22 2 
-0.433884 -0.900969 22 2 
-0.993712 0.111964 26 1 
-1 1.22465e-16 26 1 
-0.943883 0.330279 27 1 
-0.781831 -0.62349 29 2 
-0.846724 -0.532032 29 2 
-0.974928 -0.222521 30 2 
-0.943883 -0.330279 30 2 
-0.943883 0.330279 31 1 
-0.974928 0.222521 31 1 
-0.222521 -0.974928 32 2 
-0.900969 0.433884 33 1 
-0.900969 0.433884 34 1 
-0.943883 0.330279 34 1 
-0.993712 -0.111964 36 2 
-1 1.22465e-16 36 2 
-0.974928 -0.222521 37 2 
-0.993712 0.111964 38 1 
-0.707107 0.707107 39 1 
-0.781831 0.62349 39 1 
-0.532032 0.846724 40 1 
-0.62349 0.781831 40 1 
-0.707107 0.707107 41 1 
-0.433884 0.900969 45 1 
-0.532032 0.846724 45 1 
-0.433884 0.900969 47 1 
-0.330279 0.943883 48 1 
-0.222521 0.974928 48 1 
0.532032 -0.846724 49 3 
0.433884 -0.900969 49 3 
-0.532032 0.846724 51 1 
-0.993712 -0.111964 52 2 
-0.974928 -0.222521 52 2 
0.222521 -0.974928 54 3 
0.707107 0.707107 55 0 
0.330279 -0.943883 56 3 
0.433884 -0.900969 56 3 
0.62349 -0.781831 57 3 
0.707107 -0.707107 57 3 
0.62349 -0.781831 60 3 
0.532032 -0.846724 60 3 
0.433884 -0.900969 61 3 
0.222521 -0.974928 67 3 
0.330279 -0.943883 67 3 
0.781831 -0.62349 68 3 
-0.846724 0.532032 69 1 
-0.781831 0.62349 69 1 
0.900969 -0.433884 70 3 
0.900969 -0.433884 73 3 
0.943883 -0.330279 73 3 
0.993712 -0.111964 76 3 
0.974928 -0.222521 76 3 
-0.62349 -0.781831 78 2 
-0.707107 -0.707107 78 2 
0.974928 -0.222521 79 3 
-0.532032 -0.846724 80 2 
0.781831 -0.62349 81 3 
0.846724 -0.532032 81 3 
-0.846724 0.532032 82 1 
-0.900969 0.433884 82 1 
0.974928 -0.222521 83 3 
0.532032 0.846724 86 0 
0.433884 0.900969 86 0 
0.846724 0.532032 87 0 
0.900969 0.433884 87 0 
0.993712 -0.111964 88 3 
1 -1.13311e-15 88 3 
6.12323e-17 1 89 1 
0.433884 0.900969 90 0 
6.12323e-17 1 91 1 
-0.111964 0.993712 91 1 
6.12323e-17 1 92 0 
0.111964 0.993712 92 0 
0.433884 0.900969 94 0 
0.330279 0.943883 94 0 
0.900969 0.433884 97 0 
-0.111964 -0.993712 98 2 
-1.83697e-16 -1 98 2 
0.974928 0.222521 99 0 
-0.993712 0.111964 101 1 
0.532032 0.846724 103 0 
0.62349 0.781831 103 0 
-0.781831 -0.62349 104 2 
-0.707107 -0.707107 104 2 
0.707107 0.707107 105 0 
0.62349 0.781831 105 0 
0.781831 0.62349 106 0 
0.707107 0.707107 106 0 
-0.974928 -0.222521 107 2 
-0.62349 -0.781831 108 2 
-0.532032 -0.846724 108 2 
0.943883 0.330279 109 0 
0.974928 0.222521 109 0 
0.781831 0.62349 111 0 
0.111964 -0.993712 112 3 
0.222521 -0.974928 112 3 
-0.222521 0.974928 113 1 
0.707107 -0.707107 114 3 
0.781831 -0.62349 114 3 
0.222521 0.974928 116 0 
0.330279 0.943883 116 0 
0.111964 0.993712 117 0 
0.5 0 118 4 
0.993712 0.111964 119 0 
0.781831 0.62349 120 0 
0.846724 0.532032 120 0 
-0.707107 -0.707107 123 2 
-0.993712 0.111964 124 1 
-0.974928 0.222521 124 1 
-0.781831 0.62349 127 1 
-0.433884 0.900969 128 1 
-0.330279 0.943883 128 1 
0.111964 0.993712 131 0 
0.222521 0.974928 131 0 
-0.62349 0.781831 132 1 
-0.707107 0.707107 132 1 
-1.83697e-16 -1 135 3 
0.846724 -0.532032 136 3 
0.900969 -0.433884 136 3 
0.943883 0.330279 138 0 
0.900969 0.433884 138 0 
-0.111964 0.993712 142 1 
-0.222521 0.974928 142 1 
0.330279 0.943883 145 0 
-0.5 0 149 4 
0.5 0 165 4 
-0.5 0 174 4 
0.5 0 182 4 
0.5 0 187 4 
9.99201e-16 0 199 4 
0.25 0 199 4 
9.99201e-16 0 200 4 
-0.25 0 201 4 
9.99201e-16 0 201 4 
9.99201e-16 0 202 4 
0.25 0 205 4 
0.5 0 206 4 
0.25 0 206 4 
0.5 0 207 4 
0.25 0 207 4 
0.25 0 208 4 
0.25 0 209 4 
9.99201e-16 0 209 4 
9.99201e-16 0 211 4 
-0.25 0 211 4 
-0.5 0 212 4 
-0.25 0 212 4 
-0.5 0 213 4 
-0.25 0 215 4 
0.25 0 218 4 
-0.25 0 220 4 
-0.5 0 221 4 
-0.25 0 221 4 
